n numpy scipy pyfftw dft_loop dft_para_loop dft_matr dft_inter dft_radix2 dft_radix2f
2243 0.0003135204315185547 0.00019073486328125 0.0041539669036865234 0 0 0.3027060031890869 0 0 0
2244 8.678436279296875e-05 9.489059448242188e-05 0.011467456817626953 0 0 0.32101869583129883 0.1427764892578125 0 0
2245 0.00028634071350097656 0.00019121170043945312 0.003113985061645508 0 0 0.30329179763793945 0 0 0
2246 0.00028634071350097656 0.00020003318786621094 0.004496097564697266 0 0 0.3021841049194336 0.15354013442993164 0 0
2247 0.00015687942504882812 0.00014662742614746094 0.0015816688537597656 0 0 0.2837502956390381 0 0 0
2248 0.0002868175506591797 0.0001976490020751953 0.008022546768188477 0 0 0.3291170597076416 0.14675426483154297 0 0
2249 0.00032520294189453125 0.00020885467529296875 0.0015513896942138672 0 0 0.29726386070251465 0 0 0
2250 0.00010442733764648438 8.559226989746094e-05 0.0013554096221923828 0 0 0.3264470100402832 0.14799165725708008 0 0
2251 0.0002903938293457031 0.00020051002502441406 0.004795074462890625 0 0 0.32991528511047363 0 0 0
2252 0.0002522468566894531 0.00019550323486328125 0.005860090255737305 0 0 0.32447099685668945 0.17561841011047363 0 0
2253 0.0002837181091308594 0.00021338462829589844 0.003309488296508789 0 0 0.2991816997528076 0 0 0
2254 0.0001354217529296875 9.250640869140625e-05 0.0015261173248291016 0 0 0.3258018493652344 0.1647658348083496 0 0
2255 0.00013494491577148438 0.00010275840759277344 0.003316640853881836 0 0 0.29751062393188477 0 0 0
2256 9.036064147949219e-05 0.00010347366333007812 0.0015652179718017578 0 0 0.31490397453308105 0.1935102939605713 0 0
2257 0.00014495849609375 0.0001361370086669922 0.006929874420166016 0 0 0.28325366973876953 0 0 0
2258 0.0002732276916503906 0.00019216537475585938 0.002727508544921875 0 0 0.2924931049346924 0.1518409252166748 0 0
2259 0.0002906322479248047 0.000202178955078125 0.0022106170654296875 0 0 0.2915642261505127 0 0 0
2260 0.00011849403381347656 0.00014281272888183594 0.0025556087493896484 0 0 0.33196330070495605 0.14875054359436035 0 0
2261 0.0001239776611328125 9.179115295410156e-05 0.0025246143341064453 0 0 0.29761266708374023 0 0 0
2262 0.00017142295837402344 9.441375732421875e-05 0.005246400833129883 0 0 0.29799628257751465 0.15852665901184082 0 0
2263 0.0001506805419921875 0.00013303756713867188 0.003724813461303711 0 0 0.30830979347229004 0 0 0
2264 0.00026297569274902344 0.0001933574676513672 0.005838632583618164 0 0 0.3309755325317383 0.15668201446533203 0 0
2265 0.0002627372741699219 0.0002269744873046875 0.002606630325317383 0 0 0.3000771999359131 0 0 0
2266 0.00013637542724609375 0.00014090538024902344 0.005285739898681641 0 0 0.31501340866088867 0.15193700790405273 0 0
2267 0.00028634071350097656 0.0001964569091796875 0.0036139488220214844 0 0 0.35604262351989746 0 0 0
2268 7.486343383789062e-05 7.295608520507812e-05 0.0010559558868408203 0 0 0.31522083282470703 0.1587977409362793 0 0
2269 0.00026345252990722656 0.00018477439880371094 0.0033111572265625 0 0 0.29984021186828613 0 0 0
2270 0.00023984909057617188 0.00024271011352539062 0.003871440887451172 0 0 0.3028886318206787 0.15013790130615234 0 0
2271 0.0002963542938232422 0.00017905235290527344 0.002973794937133789 0 0 0.28875732421875 0 0 0
2272 0.00010371208190917969 0.00011467933654785156 0.0016422271728515625 0 0 0.2943277359008789 0.1565406322479248 0 0
2273 0.00030231475830078125 0.00017333030700683594 0.002665996551513672 0 0 0.28356504440307617 0 0 0
2274 0.00024080276489257812 0.0001804828643798828 0.004930734634399414 0 0 0.31006693840026855 0.14675450325012207 0 0
2275 0.0001323223114013672 9.34600830078125e-05 0.0010039806365966797 0 0 0.2925984859466553 0 0 0
2276 0.0002512931823730469 0.00019741058349609375 0.005612373352050781 0 0 0.2905704975128174 0.14785313606262207 0 0
2277 0.00012493133544921875 8.678436279296875e-05 0.0021355152130126953 0 0 0.31873321533203125 0 0 0
2278 0.0001304149627685547 0.00013899803161621094 0.004447460174560547 0 0 0.29517579078674316 0.14931321144104004 0 0
2279 0.00014495849609375 0.0001246929168701172 0.0024275779724121094 0 0 0.2948427200317383 0 0 0
2280 8.249282836914062e-05 0.00010848045349121094 0.001100778579711914 0 0 0.3162379264831543 0.1571817398071289 0 0
2281 0.00032329559326171875 0.00019073486328125 0.002009153366088867 0 0 0.30013442039489746 0 0 0
2282 0.0002701282501220703 0.00021958351135253906 0.002073049545288086 0 0 0.28653407096862793 0.1474299430847168 0 0
2283 0.0003914833068847656 0.00020384788513183594 0.0026640892028808594 0 0 0.2973759174346924 0 0 0
2284 0.00030541419982910156 0.00022077560424804688 0.006437778472900391 0 0 0.29016900062561035 0.15384292602539062 0 0
2285 0.0003142356872558594 0.0001780986785888672 0.003101825714111328 0 0 0.2964036464691162 0 0 0
2286 0.00026607513427734375 0.00018358230590820312 0.001764059066772461 0 0 0.3560178279876709 0.15670371055603027 0 0
2287 0.00032973289489746094 0.0001811981201171875 0.0038194656372070312 0 0 0.28291940689086914 0 0 0
2288 8.320808410644531e-05 0.00010180473327636719 0.008692502975463867 0 0 0.309126615524292 0.15662455558776855 0 0
2289 0.00017261505126953125 0.00016689300537109375 0.0023953914642333984 0 0 0.30687808990478516 0 0 0
2290 0.00024199485778808594 0.00019407272338867188 0.003084897994995117 0 0 0.343491792678833 0.14420604705810547 0 0
2291 0.0001499652862548828 0.0001533031463623047 0.0022516250610351562 0 0 0.3199441432952881 0 0 0
2292 0.0002415180206298828 0.0001761913299560547 0.002847433090209961 0 0 0.31937456130981445 0.18126153945922852 0 0
2293 0.0002980232238769531 0.00018286705017089844 0.0033152103424072266 0 0 0.3127095699310303 0 0 0
2294 0.00015306472778320312 0.00011396408081054688 0.00885009765625 0 0 0.33982038497924805 0.17999267578125 0 0
2295 0.00011968612670898438 8.20159912109375e-05 0.0011816024780273438 0 0 0.3079683780670166 0 0 0
2296 9.179115295410156e-05 9.965896606445312e-05 0.004883289337158203 0 0 0.324815034866333 0.14516019821166992 0 0
2297 0.000324249267578125 0.00018095970153808594 0.0030858516693115234 0 0 0.2965571880340576 0 0 0
2298 0.0002448558807373047 0.00017905235290527344 0.0045049190521240234 0 0 0.31734514236450195 0.1579294204711914 0 0
