n numpy scipy pyfftw dft_loop dft_para_loop dft_matr dft_inter dft_radix2 dft_radix2f
44 2.9325485229492188e-05 5.8650970458984375e-05 0.0006551742553710938 0.003430604934692383 0.01717662811279297 0.00016236305236816406 0.0002181529998779297 0 0
45 3.314018249511719e-05 5.626678466796875e-05 0.0003654956817626953 0.003370523452758789 0.01512289047241211 0.0001533031463623047 0 0 0
46 2.9325485229492188e-05 5.125999450683594e-05 0.0003859996795654297 0.0036804676055908203 0.013566255569458008 0.00016379356384277344 0.00021195411682128906 0 0
47 3.3855438232421875e-05 5.459785461425781e-05 0.004233121871948242 0.00402522087097168 0.01511526107788086 0.00018215179443359375 0 0 0
48 3.075599670410156e-05 5.936622619628906e-05 0.0010881423950195312 0.0038652420043945312 0.014781713485717773 0.00017547607421875 0.0002186298370361328 0 0
49 3.337860107421875e-05 5.364418029785156e-05 0.0003161430358886719 0.004064798355102539 0.014997482299804688 0.000171661376953125 0 0 0
50 3.0040740966796875e-05 5.412101745605469e-05 0.00042700767517089844 0.004117250442504883 0.013289690017700195 0.00017642974853515625 0.00022840499877929688 0 0
51 3.504753112792969e-05 5.316734313964844e-05 0.00036716461181640625 0.004483938217163086 0.014684915542602539 0.0001800060272216797 0 0 0
52 3.0279159545898438e-05 5.650520324707031e-05 0.00048065185546875 0.004505157470703125 0.015205860137939453 0.0002727508544921875 0.00023293495178222656 0 0
53 3.4809112548828125e-05 5.555152893066406e-05 0.0018315315246582031 0.00478053092956543 0.014337778091430664 0.00020694732666015625 0 0 0
54 3.1948089599609375e-05 5.555152893066406e-05 0.0008232593536376953 0.0051882266998291016 0.01608729362487793 0.00019311904907226562 0.0002448558807373047 0 0
55 3.552436828613281e-05 5.6743621826171875e-05 0.0003364086151123047 0.0051021575927734375 0.014376640319824219 0.00040912628173828125 0 0 0
56 3.0279159545898438e-05 6.103515625e-05 0.0006330013275146484 0.005479574203491211 0.020354747772216797 0.0002384185791015625 0.00026297569274902344 0 0
57 3.790855407714844e-05 5.91278076171875e-05 0.00037288665771484375 0.005353689193725586 0.016063928604125977 0.00024700164794921875 0 0 0
58 3.266334533691406e-05 5.9604644775390625e-05 0.0005488395690917969 0.005719661712646484 0.015236854553222656 0.0002186298370361328 0.0002696514129638672 0 0
59 3.4809112548828125e-05 5.435943603515625e-05 0.001672983169555664 0.005902290344238281 0.01654338836669922 0.0002186298370361328 0 0 0
60 3.170967102050781e-05 5.817413330078125e-05 0.0004658699035644531 0.00599360466003418 0.01437067985534668 0.00021266937255859375 0.00026798248291015625 0 0
61 3.814697265625e-05 5.841255187988281e-05 0.0023262500762939453 0.005967855453491211 0.013846158981323242 0.0003943443298339844 0 0 0
62 3.147125244140625e-05 5.626678466796875e-05 0.0006024837493896484 0.0062830448150634766 0.01576972007751465 0.00022125244140625 0.00029659271240234375 0 0
63 3.457069396972656e-05 5.1021575927734375e-05 0.0005161762237548828 0.0064563751220703125 0.016879796981811523 0.00043773651123046875 0 0 0
64 3.075599670410156e-05 6.532669067382812e-05 0.000247955322265625 0.0068624019622802734 0.014195919036865234 0.0002396106719970703 0.0002880096435546875 0.0014159679412841797 0.0013079643249511719
65 3.790855407714844e-05 5.459785461425781e-05 0.0003459453582763672 0.00709223747253418 0.01671147346496582 0.0002460479736328125 0 0 0
66 3.504753112792969e-05 6.961822509765625e-05 0.0005848407745361328 0.007161617279052734 0.014749288558959961 0.00024080276489257812 0.0003027915954589844 0 0
67 3.7670135498046875e-05 5.936622619628906e-05 0.0013401508331298828 0.007319450378417969 0.016271591186523438 0.0002601146697998047 0 0 0
68 3.147125244140625e-05 5.817413330078125e-05 0.0006937980651855469 0.00748896598815918 0.014317750930786133 0.0003085136413574219 0.00031638145446777344 0 0
69 3.838539123535156e-05 5.984306335449219e-05 0.0003838539123535156 0.008213520050048828 0.015448570251464844 0.0002512931823730469 0 0 0
70 3.409385681152344e-05 5.364418029785156e-05 0.00030112266540527344 0.007960319519042969 0.013801336288452148 0.0002624988555908203 0.00032830238342285156 0 0
71 3.933906555175781e-05 5.6743621826171875e-05 0.0019347667694091797 0.00836634635925293 0.01665496826171875 0.0006582736968994141 0 0 0
72 3.457069396972656e-05 6.079673767089844e-05 0.0011339187622070312 0.008371829986572266 0.016687393188476562 0.0002772808074951172 0.0004703998565673828 0 0
73 4.291534423828125e-05 6.270408630371094e-05 0.003131389617919922 0.009217262268066406 0.017109155654907227 0.0003349781036376953 0 0 0
74 3.528594970703125e-05 5.7697296142578125e-05 0.00368499755859375 0.008881330490112305 0.01620960235595703 0.0004291534423828125 0.0003495216369628906 0 0
75 3.719329833984375e-05 5.841255187988281e-05 0.00037479400634765625 0.0093231201171875 0.017517805099487305 0.0005626678466796875 0 0 0
76 4.0531158447265625e-05 8.511543273925781e-05 0.0007288455963134766 0.009934186935424805 0.017407894134521484 0.0003018379211425781 0.0003604888916015625 0 0
77 6.318092346191406e-05 6.151199340820312e-05 0.0004410743713378906 0.01012563705444336 0.015698909759521484 0.0003204345703125 0 0 0
78 3.552436828613281e-05 7.390975952148438e-05 0.00040149688720703125 0.010419130325317383 0.017148494720458984 0.00030684471130371094 0.0003695487976074219 0 0
79 4.744529724121094e-05 7.486343383789062e-05 0.001512765884399414 0.01089930534362793 0.01812458038330078 0.00037479400634765625 0 0 0
80 4.00543212890625e-05 8.559226989746094e-05 0.0003871917724609375 0.010237932205200195 0.017438888549804688 0.0007011890411376953 0.00037288665771484375 0 0
81 4.0531158447265625e-05 5.602836608886719e-05 0.00035572052001953125 0.01088404655456543 0.015733718872070312 0.0003609657287597656 0 0 0
82 3.4809112548828125e-05 5.91278076171875e-05 0.0016865730285644531 0.011021614074707031 0.01826643943786621 0.0003349781036376953 0.00037670135498046875 0 0
83 4.172325134277344e-05 7.939338684082031e-05 0.0016481876373291016 0.011213541030883789 0.017652273178100586 0.0003323554992675781 0 0 0
84 2.9325485229492188e-05 5.1975250244140625e-05 0.0006766319274902344 0.011829614639282227 0.014631509780883789 0.00045871734619140625 0.00039196014404296875 0 0
85 4.100799560546875e-05 5.316734313964844e-05 0.000324249267578125 0.012075185775756836 0.01725029945373535 0.00034999847412109375 0 0 0
86 3.3855438232421875e-05 5.7220458984375e-05 0.0019953250885009766 0.012456417083740234 0.017879247665405273 0.0006222724914550781 0.0003991127014160156 0 0
87 3.886222839355469e-05 5.6743621826171875e-05 0.0020554065704345703 0.012687921524047852 0.01751255989074707 0.0003676414489746094 0 0 0
88 3.337860107421875e-05 5.841255187988281e-05 0.0009222030639648438 0.013005971908569336 0.019171953201293945 0.0003619194030761719 0.0005424022674560547 0 0
89 5.340576171875e-05 6.532669067382812e-05 0.0013995170593261719 0.013152837753295898 0.01573014259338379 0.0004246234893798828 0 0 0
90 3.2901763916015625e-05 5.817413330078125e-05 0.0005979537963867188 0.013615846633911133 0.016288042068481445 0.00038123130798339844 0.0004849433898925781 0 0
91 4.00543212890625e-05 5.53131103515625e-05 0.00031828880310058594 0.01383066177368164 0.01593756675720215 0.0003981590270996094 0 0 0
92 3.528594970703125e-05 8.225440979003906e-05 0.00072479248046875 0.014503955841064453 0.020090579986572266 0.00040411949157714844 0.0004551410675048828 0 0
93 4.100799560546875e-05 5.841255187988281e-05 0.0005452632904052734 0.014626741409301758 0.018568754196166992 0.0004069805145263672 0 0 0
94 3.600120544433594e-05 5.698204040527344e-05 0.0019762516021728516 0.015376806259155273 0.01739501953125 0.0004191398620605469 0.00046133995056152344 0 0
95 4.124641418457031e-05 6.031990051269531e-05 0.0004000663757324219 0.0149383544921875 0.017422914505004883 0.0011959075927734375 0 0 0
96 3.314018249511719e-05 6.103515625e-05 0.0008656978607177734 0.015421628952026367 0.018759727478027344 0.0004222393035888672 0.00045752525329589844 0 0
97 4.100799560546875e-05 6.318092346191406e-05 0.001312255859375 0.015312433242797852 0.018378019332885742 0.0004429817199707031 0 0 0
98 3.4809112548828125e-05 6.747245788574219e-05 0.0003666877746582031 0.015948057174682617 0.016027450561523438 0.0004649162292480469 0.00045752525329589844 0 0
99 4.410743713378906e-05 8.034706115722656e-05 0.00043964385986328125 0.016341209411621094 0.017554044723510742 0.0005719661712646484 0 0 0
100 3.886222839355469e-05 7.939338684082031e-05 0.00042700767517089844 0.01629781723022461 0.021475553512573242 0.00046253204345703125 0.0005450248718261719 0 0
101 6.532669067382812e-05 6.604194641113281e-05 0.0017600059509277344 0.01645374298095703 0.019857406616210938 0.00045371055603027344 0 0 0
102 4.0531158447265625e-05 5.984306335449219e-05 0.00039887428283691406 0.01714944839477539 0.01678466796875 0.00045108795166015625 0.0005021095275878906 0 0
103 6.127357482910156e-05 6.580352783203125e-05 0.001188516616821289 0.01789689064025879 0.017375946044921875 0.0006301403045654297 0 0 0
104 3.719329833984375e-05 6.413459777832031e-05 0.0003693103790283203 0.018367290496826172 0.01674342155456543 0.00048422813415527344 0.0005211830139160156 0 0
105 4.100799560546875e-05 5.8650970458984375e-05 0.0006258487701416016 0.017981767654418945 0.02057361602783203 0.0004723072052001953 0 0 0
106 3.981590270996094e-05 6.175041198730469e-05 0.0018069744110107422 0.01831674575805664 0.016453027725219727 0.0007548332214355469 0.0005083084106445312 0 0
107 5.9604644775390625e-05 6.461143493652344e-05 0.0013227462768554688 0.01958608627319336 0.019636154174804688 0.0011188983917236328 0 0 0
108 4.601478576660156e-05 5.817413330078125e-05 0.0006833076477050781 0.01952981948852539 0.018930673599243164 0.0005085468292236328 0.0005285739898681641 0 0
109 4.5299530029296875e-05 6.318092346191406e-05 0.001867055892944336 0.019374608993530273 0.01771068572998047 0.0004978179931640625 0 0 0
110 3.981590270996094e-05 5.316734313964844e-05 0.0005016326904296875 0.020173072814941406 0.020310401916503906 0.0005209445953369141 0.0005445480346679688 0 0
111 4.1961669921875e-05 6.580352783203125e-05 0.004275321960449219 0.02041339874267578 0.02242755889892578 0.0006844997406005859 0 0 0
112 3.528594970703125e-05 6.127357482910156e-05 0.0005118846893310547 0.020608901977539062 0.018781423568725586 0.0005388259887695312 0.0005447864532470703 0 0
113 6.985664367675781e-05 6.556510925292969e-05 0.0017070770263671875 0.020801782608032227 0.017952919006347656 0.000537872314453125 0 0 0
114 3.552436828613281e-05 7.009506225585938e-05 0.0006921291351318359 0.021845340728759766 0.019762277603149414 0.0005404949188232422 0.0007712841033935547 0 0
115 4.220008850097656e-05 5.793571472167969e-05 0.00044417381286621094 0.02207493782043457 0.01893019676208496 0.0005497932434082031 0 0 0
116 4.291534423828125e-05 6.842613220214844e-05 0.0008823871612548828 0.02254486083984375 0.01879429817199707 0.0008435249328613281 0.0007245540618896484 0 0
117 5.6743621826171875e-05 7.104873657226562e-05 0.0004131793975830078 0.023250341415405273 0.0206606388092041 0.0006389617919921875 0 0 0
118 3.910064697265625e-05 6.651878356933594e-05 0.0026960372924804688 0.022462129592895508 0.020014047622680664 0.0005691051483154297 0.0006229877471923828 0 0
119 4.410743713378906e-05 5.8650970458984375e-05 0.0003921985626220703 0.023874759674072266 0.020429372787475586 0.0005769729614257812 0 0 0
120 3.1948089599609375e-05 5.7697296142578125e-05 0.0008189678192138672 0.023542165756225586 0.021825313568115234 0.0005919933319091797 0.0009543895721435547 0 0
121 4.220008850097656e-05 5.91278076171875e-05 0.0004436969757080078 0.024369001388549805 0.0207974910736084 0.0006082057952880859 0 0 0
122 4.00543212890625e-05 5.7697296142578125e-05 0.0023589134216308594 0.02559494972229004 0.017668485641479492 0.0009288787841796875 0.0006275177001953125 0 0
123 4.220008850097656e-05 6.246566772460938e-05 0.0020742416381835938 0.02548384666442871 0.01904582977294922 0.0006558895111083984 0 0 0
124 3.719329833984375e-05 6.175041198730469e-05 0.0016541481018066406 0.025097131729125977 0.02228689193725586 0.0006661415100097656 0.0008833408355712891 0 0
125 4.220008850097656e-05 5.650520324707031e-05 0.000461578369140625 0.026057958602905273 0.02184271812438965 0.00074005126953125 0 0 0
126 3.552436828613281e-05 5.888938903808594e-05 0.00042366981506347656 0.02561640739440918 0.021058320999145508 0.0006649494171142578 0.0006227493286132812 0 0
127 5.841255187988281e-05 6.079673767089844e-05 0.0013747215270996094 0.026832103729248047 0.021878480911254883 0.001107931137084961 0 0 0
128 3.2901763916015625e-05 6.0558319091796875e-05 0.00038623809814453125 0.026609182357788086 0.021349668502807617 0.001340627670288086 0.0008668899536132812 0.0035462379455566406 0.0031669139862060547
129 4.792213439941406e-05 6.127357482910156e-05 0.0011739730834960938 0.027287960052490234 0.019761085510253906 0.0007338523864746094 0 0 0
130 7.224082946777344e-05 6.151199340820312e-05 0.00035309791564941406 0.02757740020751953 0.017494678497314453 0.0012066364288330078 0.0008630752563476562 0 0
131 6.151199340820312e-05 8.344650268554688e-05 0.0016171932220458984 0.028194904327392578 0.019339799880981445 0.0009632110595703125 0 0 0
132 3.5762786865234375e-05 5.3882598876953125e-05 0.0008089542388916016 0.029850006103515625 0.01987743377685547 0.0009219646453857422 0.0006961822509765625 0 0
133 4.792213439941406e-05 6.723403930664062e-05 0.0004017353057861328 0.029831647872924805 0.019547224044799805 0.0009641647338867188 0 0 0
134 3.814697265625e-05 8.296966552734375e-05 0.0023114681243896484 0.029835939407348633 0.020528793334960938 0.0007607936859130859 0.0007011890411376953 0 0
135 4.124641418457031e-05 5.364418029785156e-05 0.0007073879241943359 0.0307919979095459 0.022982120513916016 0.0013918876647949219 0 0 0
136 3.7670135498046875e-05 5.650520324707031e-05 0.0009167194366455078 0.030730724334716797 0.01950693130493164 0.0013251304626464844 0.0009860992431640625 0 0
137 7.534027099609375e-05 7.05718994140625e-05 0.0013835430145263672 0.03190279006958008 0.02144765853881836 0.0009396076202392578 0 0 0
138 3.814697265625e-05 6.008148193359375e-05 0.0008320808410644531 0.03104090690612793 0.023247718811035156 0.0008299350738525391 0.0009839534759521484 0 0
139 6.031990051269531e-05 6.747245788574219e-05 0.0013508796691894531 0.03238272666931152 0.027504920959472656 0.0022809505462646484 0 0 0
140 3.409385681152344e-05 5.5789947509765625e-05 0.00036644935607910156 0.03241372108459473 0.022182941436767578 0.0015616416931152344 0.0007266998291015625 0 0
141 5.7697296142578125e-05 6.318092346191406e-05 0.0027649402618408203 0.032685041427612305 0.023426294326782227 0.0010941028594970703 0 0 0
142 4.172325134277344e-05 6.175041198730469e-05 0.003901958465576172 0.03351283073425293 0.025156736373901367 0.000957489013671875 0.0008230209350585938 0 0
143 4.76837158203125e-05 7.2479248046875e-05 0.0008602142333984375 0.034759521484375 0.021796703338623047 0.001998424530029297 0 0 0
144 3.170967102050781e-05 5.626678466796875e-05 0.0006456375122070312 0.03416609764099121 0.025884151458740234 0.0009222030639648438 0.0007655620574951172 0 0
145 4.7206878662109375e-05 0.00021600723266601562 0.0006840229034423828 0.03515315055847168 0.019306182861328125 0.0023479461669921875 0 0 0
146 3.9577484130859375e-05 6.604194641113281e-05 0.0035338401794433594 0.03413653373718262 0.02322864532470703 0.0009629726409912109 0.0009894371032714844 0 0
147 4.553794860839844e-05 6.103515625e-05 0.000743865966796875 0.03531599044799805 0.023547887802124023 0.0009169578552246094 0 0 0
148 4.9114227294921875e-05 6.532669067382812e-05 0.004946470260620117 0.03606605529785156 0.022918701171875 0.0022253990173339844 0.0008540153503417969 0 0
149 7.867813110351562e-05 8.058547973632812e-05 0.0018987655639648438 0.036525726318359375 0.020853281021118164 0.0009632110595703125 0 0 0
150 4.220008850097656e-05 6.556510925292969e-05 0.0005877017974853516 0.03688764572143555 0.021609067916870117 0.0019288063049316406 0.0008275508880615234 0 0
151 6.389617919921875e-05 6.937980651855469e-05 0.0017609596252441406 0.03752732276916504 0.020137786865234375 0.0012531280517578125 0 0 0
152 3.409385681152344e-05 6.079673767089844e-05 0.0006647109985351562 0.03762030601501465 0.02273106575012207 0.0009963512420654297 0.0009632110595703125 0 0
153 4.9114227294921875e-05 6.914138793945312e-05 0.00038743019104003906 0.04078364372253418 0.026458263397216797 0.0010302066802978516 0 0 0
154 4.029273986816406e-05 6.29425048828125e-05 0.000568389892578125 0.0387423038482666 0.026126623153686523 0.0013358592987060547 0.0008745193481445312 0 0
155 4.5299530029296875e-05 6.341934204101562e-05 0.000408172607421875 0.04061460494995117 0.022289037704467773 0.0012416839599609375 0 0 0
156 3.62396240234375e-05 7.581710815429688e-05 0.0005753040313720703 0.04045414924621582 0.02571392059326172 0.0017673969268798828 0.0008721351623535156 0 0
157 8.440017700195312e-05 7.176399230957031e-05 0.001546621322631836 0.04134345054626465 0.024793386459350586 0.0011167526245117188 0 0 0
158 4.1961669921875e-05 7.987022399902344e-05 0.001771688461303711 0.04091691970825195 0.023871660232543945 0.0019109249114990234 0.0009140968322753906 0 0
159 4.9591064453125e-05 6.580352783203125e-05 0.002919435501098633 0.041233062744140625 0.02344655990600586 0.0015723705291748047 0 0 0
160 3.266334533691406e-05 5.7220458984375e-05 0.0003814697265625 0.04229402542114258 0.022643327713012695 0.0014438629150390625 0.0009686946868896484 0 0
161 4.649162292480469e-05 5.91278076171875e-05 0.0005548000335693359 0.04178357124328613 0.026272296905517578 0.001542806625366211 0 0 0
162 4.100799560546875e-05 5.936622619628906e-05 0.0006957054138183594 0.04230952262878418 0.02111029624938965 0.0011038780212402344 0.0011107921600341797 0 0
163 8.106231689453125e-05 7.128715515136719e-05 0.0024750232696533203 0.043447017669677734 0.02096080780029297 0.001111745834350586 0 0 0
164 5.53131103515625e-05 7.224082946777344e-05 0.004037141799926758 0.0442965030670166 0.022544384002685547 0.0011413097381591797 0.0013437271118164062 0 0
165 4.792213439941406e-05 6.222724914550781e-05 0.0006120204925537109 0.0447540283203125 0.02826976776123047 0.0012347698211669922 0 0 0
166 4.4345855712890625e-05 6.818771362304688e-05 0.002579927444458008 0.04506278038024902 0.021758079528808594 0.001116037368774414 0.0012302398681640625 0 0
167 8.225440979003906e-05 7.295608520507812e-05 0.0022873878479003906 0.04529905319213867 0.020627498626708984 0.0011377334594726562 0 0 0
168 3.552436828613281e-05 5.793571472167969e-05 0.0007708072662353516 0.046423912048339844 0.02410149574279785 0.0015256404876708984 0.0009737014770507812 0 0
169 5.435943603515625e-05 6.29425048828125e-05 0.0006575584411621094 0.047125816345214844 0.02258610725402832 0.0017609596252441406 0 0 0
170 4.1484832763671875e-05 6.031990051269531e-05 0.0004100799560546875 0.04734659194946289 0.0244901180267334 0.0018007755279541016 0.000946044921875 0 0
171 4.57763671875e-05 5.6743621826171875e-05 0.0003654956817626953 0.04882025718688965 0.02266073226928711 0.0012819766998291016 0 0 0
172 3.790855407714844e-05 6.842613220214844e-05 0.001234292984008789 0.04830670356750488 0.023084402084350586 0.001322031021118164 0.0009641647338867188 0 0
173 7.700920104980469e-05 7.224082946777344e-05 0.002076387405395508 0.04842543601989746 0.019053936004638672 0.0030739307403564453 0 0 0
174 4.291534423828125e-05 7.081031799316406e-05 0.0005745887756347656 0.05017685890197754 0.024911165237426758 0.0025947093963623047 0.0010492801666259766 0 0
175 4.6253204345703125e-05 5.936622619628906e-05 0.0014674663543701172 0.05048775672912598 0.025548458099365234 0.002113819122314453 0 0 0
176 3.719329833984375e-05 5.936622619628906e-05 0.0006117820739746094 0.051096439361572266 0.030545949935913086 0.0026912689208984375 0.0009810924530029297 0 0
177 4.863739013671875e-05 6.246566772460938e-05 0.0030918121337890625 0.051746368408203125 0.023548364639282227 0.0012888908386230469 0 0 0
178 4.363059997558594e-05 6.580352783203125e-05 0.0020987987518310547 0.05088210105895996 0.023347139358520508 0.0022306442260742188 0.0012347698211669922 0 0
179 8.630752563476562e-05 7.414817810058594e-05 0.0013992786407470703 0.05173349380493164 0.021152973175048828 0.0012814998626708984 0 0 0
180 3.4332275390625e-05 5.412101745605469e-05 0.00083160400390625 0.052532196044921875 0.028840065002441406 0.0017809867858886719 0.0013637542724609375 0 0
181 8.654594421386719e-05 7.200241088867188e-05 0.00226593017578125 0.05448150634765625 0.02464771270751953 0.002441883087158203 0 0 0
182 4.00543212890625e-05 5.91278076171875e-05 0.0007288455963134766 0.052648067474365234 0.020774126052856445 0.0013096332550048828 0.0010461807250976562 0 0
183 5.650520324707031e-05 6.4849853515625e-05 0.0023300647735595703 0.05544090270996094 0.024898767471313477 0.0019905567169189453 0 0 0
184 3.981590270996094e-05 6.246566772460938e-05 0.0010776519775390625 0.05590009689331055 0.031859397888183594 0.0026013851165771484 0.0015878677368164062 0 0
185 4.792213439941406e-05 5.8650970458984375e-05 0.002187490463256836 0.056151390075683594 0.02277851104736328 0.0015671253204345703 0 0 0
186 4.1961669921875e-05 6.127357482910156e-05 0.0008335113525390625 0.05705857276916504 0.024985313415527344 0.003864765167236328 0.001271963119506836 0 0
187 5.245208740234375e-05 9.298324584960938e-05 0.0008018016815185547 0.05759072303771973 0.024182796478271484 0.0026962757110595703 0 0 0
188 4.076957702636719e-05 7.867813110351562e-05 0.002733945846557617 0.05634713172912598 0.022051095962524414 0.0026764869689941406 0.0012423992156982422 0 0
189 4.744529724121094e-05 5.91278076171875e-05 0.0010306835174560547 0.057358741760253906 0.028502941131591797 0.002996206283569336 0 0 0
