n numpy scipy pyfftw dft_loop dft_para_loop dft_matr dft_inter dft_radix2 dft_radix2f
1024 5.269050598144531e-05 8.678436279296875e-05 0.0005605220794677734 0 0.23638343811035156 0.06886005401611328 0.027086496353149414 0.03145194053649902 0.029006481170654297
1025 0.00011658668518066406 9.72747802734375e-05 0.002838134765625 0 0.24571633338928223 0.08284163475036621 0 0 0
1026 7.963180541992188e-05 9.655952453613281e-05 0.0016112327575683594 0 0.2522292137145996 0.06401348114013672 0.037590980529785156 0 0
1027 0.00010418891906738281 0.00012087821960449219 0.0017306804656982422 0 0.26564598083496094 0.060476064682006836 0 0 0
1028 0.00016951560974121094 0.000133514404296875 0.003674030303955078 0 0.26642847061157227 0.08422613143920898 0.04393792152404785 0 0
1029 8.082389831542969e-05 6.4849853515625e-05 0.0015113353729248047 0 0.26142096519470215 0.07293128967285156 0 0 0
1030 9.584426879882812e-05 0.0001087188720703125 0.004714012145996094 0 0.2514986991882324 0.07618379592895508 0.036589622497558594 0 0
1031 0.00022864341735839844 0.00015807151794433594 0.0030977725982666016 0 0.26796674728393555 0.07850146293640137 0 0 0
1032 7.271766662597656e-05 8.392333984375e-05 0.0011928081512451172 0 0.24461102485656738 0.08248305320739746 0.03036785125732422 0 0
1033 0.00019407272338867188 0.00013017654418945312 0.0040514469146728516 0 0.24708819389343262 0.07246255874633789 0 0 0
1034 8.296966552734375e-05 9.202957153320312e-05 0.0036695003509521484 0 0.2477729320526123 0.07263708114624023 0.033100128173828125 0 0
1035 8.726119995117188e-05 7.677078247070312e-05 0.001224517822265625 0 0.24213814735412598 0.07349562644958496 0 0 0
1036 6.866455078125e-05 8.511543273925781e-05 0.007948160171508789 0 0.22539687156677246 0.06127333641052246 0.029651880264282227 0 0
1037 9.72747802734375e-05 9.822845458984375e-05 0.0030515193939208984 0 0.2464287281036377 0.07611584663391113 0 0 0
1038 0.00018835067749023438 0.00012683868408203125 0.0037262439727783203 0 0.25859761238098145 0.06065630912780762 0.03944897651672363 0 0
1039 0.0002028942108154297 0.00014972686767578125 0.003687143325805664 0 0.24382400512695312 0.06451678276062012 0 0 0
1040 6.246566772460938e-05 8.034706115722656e-05 0.001821279525756836 0 0.2598137855529785 0.07098579406738281 0.03528761863708496 0 0
1041 0.00018715858459472656 0.00013327598571777344 0.002626657485961914 0 0.24272418022155762 0.06949901580810547 0 0 0
1042 0.00015878677368164062 0.0001304149627685547 0.004828929901123047 0 0.23476696014404297 0.06198596954345703 0.030549049377441406 0 0
1043 0.00015974044799804688 0.00012540817260742188 0.0028679370880126953 0 0.24107122421264648 0.07180166244506836 0 0 0
1044 6.747245788574219e-05 8.440017700195312e-05 0.0025026798248291016 0 0.23955202102661133 0.07898688316345215 0.027420520782470703 0 0
